Index,Date,News
198,8/17/2018,"['DealBook Briefing: The Agony of Elon Musk', 'Give Your Old Computer New Life', 'Turning Poetry Into Photos ', 'When a $1,000 Gift Is Better Than $1 Million', 'What You Need to Know About Safe Deposit Boxes', '5 Takeaways From Elon Musk’s Interview With The Times About Tesla', 'Isamu Shibayama Dies at 88, His Quest for Reparations Unfulfilled', 'A Family Lives in Limbo After an Amusement Park Accident', 'Life in Turkey Now: Tough Talk, but Fears of Drug Shortages', 'Elon Musk Details ‘Excruciating’ Personal Toll of Tesla Turmoil', 'Canada on the Sidelines as U.S. and Mexico Near an Agreement on Nafta', 'Bombed by the K.K.K. A Friend of Rosa Parks. At 90, This White Pastor Is Still Fighting.', 'The Week in Tech: When to Tweet', 'Trump Asks S.E.C. to Study Quarterly Earnings Requirements for Public Firms', 'In a Divided Era, One Thing Seems to Unite: Political Anger', 'Booming Economy May Be Little Felt as Voters Decide ', 'As Stock Markets Brush Off Trade Tensions, a Warning of Trouble Ahead', 'In Shadow of Mt. Etna, Europe Makes a Last Stand for Solar', 'Some States Sitting on Piles of Cash, and Cities Want a Cut ', 'California Today: Unease in Sacramento After a Suspected ISIS Member’s Arrest', 'Weekend at Elon’s: A Tesla Subplot With Azealia Banks', 'Want to Be President? Just Ask Iowans', 'A New Film Compares Democrats to Nazis and Trump to Lincoln. At This Screening, It Was a Hit.', 'Louis Gignac, Whose Styles Took the Fuss Out of Hair, Dies at 89', 'Trade War Worries Iowa Republicans in a Close House Race', 'Being Women: Poetry and Imagery', 'How ‘Crazy Rich’ Asians Have Led to the Largest Income Gap in the U.S.']"
199,8/18/2018,"['Elon Musk’s No Good, Very Bad Year: A Tesla Timeline', 'Sex Abuse Report Lists a Beloved Pastor, and a Pennsylvania Church Reels', 'Investors Betting Against Tesla Made $1 Billion on Friday', 'Variety: Acrostic', 'The West Hoped for Democracy in Turkey. Erdogan Had Other Ideas.']"
200,8/19/2018,"['There Is More to Stacey Abrams Than Meets Partisan Eyes', 'China Trade Talks Resume, and the Fed Chairman Will Speak ', 'To Reach Men, Advertisers Dial In to Sports Radio', 'Trump Won Pennsylvania. Democrats Want the State (and His Voters) Back.', 'Greece’s Bailout Is Ending. The Pain Is Far From Over.', 'How Sexism Follows Women From the Cradle to the Workplace', 'Uber’s Vision of Self-Driving Cars Begins to Blur']"
201,8/20/2018,"['A Chinese Pharmacist Found Out He Had Cancer. Then He Vanished.', 'Farfetch, Online Retailer, Plans to Go Public as Luxury E-Commerce Grows', 'California Today: At an Oakland Hospital, a New Way to Treat Opioid Addiction', '8 Fast-Food Chains Will End ‘No-Poach’ Policies', 'Trump Complains About Fed Chairman’s Raising of Interest Rates', 'India Moves to Take Custody of Accused Jeweler Who Fled to Britain', 'Venezuela Agrees to Pay $2 Billion Over Seizure of Oil Projects', 'Behind Most Wildfires, a Person and a Spark: ‘We Bring Fire With Us’', 'After the Bitcoin Boom: Hard Lessons for Cryptocurrency Investors', 'Tesla Slashes Spending, and May Add to Its Troubles', 'DealBook Briefing: Who Isn’t Worried About Elon Musk?', 'Minnesota Democrats Targeted in Ads Citing Allegations Against Keith Ellison', 'Going Vertical for Instagram’s New Video App', 'Asia Argento, a #MeToo Leader, Made a Deal With Her Own Accuser', 'PepsiCo to Buy SodaStream for $3.2 Billion, in Push for Healthier Options']"
202,8/21/2018,"['If Food Is Medicine, These Are the Labs', 'Alaska and Wyoming Have Primaries Today. Here’s What to Watch.', 'DealBook Briefing: Tesla Supplier? Your Check May Be in the Mail', 'Apple Buys Rights to Series Based on New York Times Climate Change Article', 'A Plan to Unlock Billions of Barrels of Oil From Utah’s Sands', 'How Do You Get Better Schools? Take the State to Court, More Advocates Say', 'Facebook Identifies New Influence Operations Spanning Globe', 'Recent Commercial Real Estate Transactions', 'California Today: A New York Staple Is Coming to Los Angeles', 'Keep Your Electronic Communications Really Secure', 'Golden State Killer Prosecutors Team Up to Try the Suspect', '‘Silent Sam’ Confederate Statue Is Toppled at University of North Carolina', '‘I’m Focusing on Medicine’: A Parkland Survivor Returns to the Hospital That Saved Her', 'In Wyoming Governor’s Race, a Wealthy Conservative Donor Tries on a New Hat: Candidate', 'Levi Sanders Is Not His Father. He Keeps Telling That to Voters.', 'Slack Raises $427 Million More, at $7.1 Billion Valuation', 'A Candidate Backed Medical Marijuana. Wells Fargo Closed Her Bank Account.', 'Amazon’s Ripple Effect on Grocery Industry: Rivals Stock Up on Start-Ups', 'PepsiCo Returns to Soda’s Roots With Its SodaStream Deal', 'Asia Argento Denies Sexual Assault of Young Actor', 'Uber Appoints New Head of Finance as It Marches Toward an I.P.O.', 'Roger Stone and Everyone Charged in the 2016 Election Investigations', 'Alaska Primary Election Results', 'Wyoming Primary Election Results']"
203,8/22/2018,"['Google Tried to Change China. China May End Up Changing Google.', 'Red Flags for Immigrant Recruits: Calling Parents, Not Laughing at Jokes', '5 Steps to Take if the Market Drop Has You Thinking of Unloading Stocks', 'A Brief History of Bull Markets, From Postwar Boom to Housing Bust', 'Trump’s Tariffs Are Paying Off for Century Aluminum', 'Bull Market Hits a Milestone: 3,453 Days. Most Americans Aren’t at the Party.', 'Samsung’s Galaxy Note9: Too Much Phone for Most of Us', 'Europe Worries as Facebook Fights Manipulation Worldwide', 'Fed Monitoring Tariffs but Suggests Rate Increases Are on Track', 'Managing Manterruptions and Her Dog’s Instagram', 'California Today: An Indictment Reveals a Pitfall in the Top-Two Primary System', '3 Confederate Statues Will Remain at North Carolina Capitol', 'Wyoming Republicans Snub Trump-Endorsed Candidate for Governor', 'Democratic Party Says It Thwarted Attempted Hack of Voter Database', 'China’s Consumption Downgrade: Skip Avocados, Cocktails and Kids', 'The Indictment of Duncan Hunter, Explained', 'Saudi Aramco Is Said to Postpone Its Potentially Record-Breaking I.P.O.', '‘We Have Some Breaking News’: A Wild Day Makes Networks Scramble', 'Help a Fellow Mac User With Remote Tech Support', 'DealBook Briefing: Trump’s Wounded. Will Business Feel the Pain?', '‘The Big Bang Theory,’ a Durable Hit for CBS, Will End in 2019', 'Can Facebook, or Anybody, Solve the Internet’s Misinformation Problem?', 'Killing of Mollie Tibbetts in Iowa Inflames Immigration Debate', 'In Many Close Races for G.O.P. Seats, Democrats Have More Money', 'Hurricane Lane Map: Tracking the Storm’s Path Toward Hawaii']"
204,8/23/2018,"['How Politics Took Over the Killing of Mollie Tibbetts', 'California Today: The Human Element in California’s Wildfires', 'DealBook Briefing: The Biggest Ever I.P.O. Is on Hold', 'The Passion, and Sometimes Profit, of Vintage Racing', 'Hawaii Braces for a Rare Encounter With a Hurricane', 'Georgia County Rejects Plan to Close 7 Polling Places in Majority-Black Area', 'Chill Remains Between China and United States in Latest Trade Talks', 'Make Several Gmail Addresses Out of One', 'Alibaba Had a Bright Quarter, Despite Clouds Over China’s Economy', 'Top C.E.O.s Denounce Trump Immigration Policy as Threat to U.S. Economy', 'S.E.C. Will Rehear Dozens of Cases After Supreme Court Ruling', 'Australia Bars China’s Huawei From Building 5G Wireless Network', 'Attempted Hacking of Voter Database Was a False Alarm, Democratic Party Says', 'Reality Winner, Former N.S.A. Translator, Gets More Than 5 Years in Leak of Russian Hacking Report', 'How FireEye Helped Facebook Spot a Disinformation Campaign', 'Alice Dunnigan, First Black Woman to Cover White House, Will Get Statue at Newseum', 'Elon Musk Wants to Take Tesla Private. Can He Make the Math Work? ', 'One Tesla Investor Wants It to Stay Public', 'The Stealth Drivers of the Record Bull Market', 'Duncan Hunter’s Indictment in California Opens the Door for a Long-Shot Challenger', 'As Trade War Intensifies, China Moves to Bolster Its Economy', 'Should These Tests Get a Failing Grade?', 'Google Deletes 39 YouTube Channels Linked to Iranian Influence Operation', 'I Stood Up in Mass and Confronted My Priest. You Should, Too.', 'A Rebirth for Alabama Democrats? Not So Fast', 'To Get All the World’s Muslims to Hajj, It Would Take at Least 581 Years']"
205,8/24/2018,"['For Female Candidates, Harassment and Threats Come Every Day', 'Manage Your Digital Magazines', 'No Saudi Aramco I.P.O.? No Problem, Potentially, for Saudi Arabia’s Investment Dreams', 'The Fed’s Powell Misses an Opportunity at Jackson Hole', 'Violence, Crime, Drugs: These G.O.P. Messages Go Grim', 'Alphabet’s Plans for a China Comeback Go Beyond Google Search', 'A Truckload of Nike Shoes, Left as ‘Bait,’ Stings Chicago', 'All but Invisible: Black Life at Burning Man', 'California Today: A Rare Look Inside Steve Jobs’s Family', 'Troy Balderson, Ohio Republican, Wins Special Election for House Seat', 'DealBook Briefing: The Hard Math of a Tesla Take-Private', 'The Persistence of Stormy Daniels', 'How the S.E.C. May Pursue a Case Against Elon Musk and Tesla', '‘Economy Is Strong,’ Fed Chairman Says, Urging a Policy of Risk Management', 'Hurricane Lane Is Downgraded to Tropical Storm, but Hawaii Faces Flooding Threat', 'Why A.M.D.’s Stock Is Outperforming Intel’s', 'Retirement Planning in High School? It’s Never Too Early, Experts Say', 'The Week in Tech: Democracy Under Siege', 'S.&P. Closes at a Record, as Profits Defy Turmoil', 'A Record Number of Women Have Won House Primaries']"
206,8/25/2018,"['Trump’s Power to Fire Federal Workers Curtailed by Judge', 'They’re Young and They Want Change. Now They’re Ready to Vote for the First Time.', '19 Noncitizens Voted Illegally in 2016 in North Carolina, U.S. Charges', 'Walt Disney World Workers Reach Deal for $15 Minimum Wage by 2021', 'Democrats Overhaul Controversial Superdelegate System', 'Would Martin Luther King Jr. Take on Climate Change?', 'Hurricane Lane, Now a Tropical Storm, Batters Hawaii With Heavy Rain', 'Why Elon Musk Reversed Course on Taking Tesla Private', 'Caught With Pot? Get-Out-of-Jail Program Comes With $950 Catch', 'Caring for Aging Parents, With an Eye on the Broker Handling Their Savings', 'Democratic Split on Impeachment Talk: Officials Avoid It, but Voters Are Eager for It', 'How the Suspect in Mollie Tibbetts’s Death Built a Life in an Iowa Farm Town']"
207,8/26/2018,"['Report on VW Progress After Emissions Scandal, and Consumer Spending Data', 'Veteran, Maverick, Candidate: Key Moments of John McCain’s Public Life', 'In Liberal Wine Country, Turning Newspaper Readers Into Shareholders', 'Artificial Intelligence Is Now a Pentagon Priority. Will Silicon Valley Help?', 'Arizona Governor Faces a Tough Choice: A Senator Made From McCain’s Mold or Trump’s', 'Duncan Hunter’s Political Promise Foiled by Hard Partying and a Corruption Scandal', 'Prison Strike Organizers Aim to Improve Conditions and Pay', 'The Nuclear Power Plant of the Future May Be Floating Near Russia', 'Tech Industry Pursues a Federal Privacy Law, on Its Own Terms', 'Shooting at Jacksonville Gaming Tournament Leaves 3 Dead, Including Gunman', 'Didi Suspends Carpooling Service in China After 2nd Passenger Is Killed']"
208,8/27/2018,"['E-Sports World Is Rocked as Gunman ‘Clearly Targeted Other Gamers’', 'North Carolina Is Ordered to Redraw Its Gerrymandered Congressional Map. Again.', 'Donna Shalala Isn’t Done Yet', 'Volkswagen’s Effort to Stop Scandals Needs More Work, Report Says', 'California Today: ‘Secret Science’ in the Salinas Valley?', 'Elon Musk and Tesla Resolved One Issue. Now for the Rest.', 'Meet Josh Shapiro, the Man Behind the Bombshell Investigation of Clergy Sexual Abuse', '‘Sick of Losing,’ Democrats Race to the End of a Wild Florida Primary for Governor', 'In Arizona Primary, Joe Arpaio Is Making His Last Stand', 'Student Loan Watchdog Quits, Saying Trump Administration Is Harming Students', 'F.C.C. Investigation Clears Chairman in Sinclair Inquiry', 'Brands Try to Convince New Generations Products Aren’t Just for Their Parents', '3-D Printed Gun Plans Must Stay Off Internet for Now, Judge Rules', 'In a Shift in Driverless Strategy, Uber Deepens Its Partnership With Toyota', 'Trump Reaches Revised Trade Deal With Mexico, Threatening to Leave Out Canada', 'John McCain ‘Suffered Fools Poorly,’ and Arizonans Admired Him For It', 'A Trump Endorsement Can Decide a Race. Here’s How to Get One.']"
209,8/28/2018,"['Ermenegildo Zegna to Buy Thom Browne in a Bid for Younger Customers', 'Rotten Tomatoes Adds 200 Critics as It Tries to Be More Inclusive', 'Recent Commercial Real Estate Transactions', 'California Today: Investing in Newspapers to Save Them', 'Barnes & Noble Says Former C.E.O. Demos Parneros Was Fired for Sexual Harassment', 'Former Texas Police Officer Found Guilty of Killing 15-Year-Old Jordan Edwards', 'California Is the First State to Scrap Cash Bail', 'Silicon Valley Takes a (Careful) Step Toward Autonomous Flying', 'Blocked From Posting Printable Gun Plans, Activist Will Mail Them Instead', 'Canada and U.S. Meet as Trump Moves Ahead With Mexico Trade Deal', 'Trump Accuses Google of Burying Conservative News in Search Results', 'As Sears Withers, Its Former Stores Fuel a New Fortune', '9-Year-Old Boy Killed Himself After Being Bullied, His Mom Says', 'Feeling Suicidal, Students Turned to Their College. They Were Told to Go Home.', 'Letter Accusing Pope Leaves U.S. Catholics in Conflict', 'Dozens at Facebook Unite to Challenge Its ‘Intolerant’ Liberal Culture', 'Judges’ Ruling on Election Map Plunges North Carolina Politics Into Disarray', 'Arizona and Florida Have Primaries Today. Here’s What to Watch.', 'How a Ruling on Insider Trading Could Affect the Chris Collins Case', 'In Elon Musk’s World, Brakes Are for Cars, Not C.E.O.s', 'A Construction Boom to Lure Visitors to Morocco’s ‘Red City’', '‘The Whole World Is Watching’: The 1968 Democratic Convention, 50 Years Later', 'Nearly a Year After Hurricane Maria, Puerto Rico Revises Death Toll to 2,975', 'Florida Primary Election Results', 'Arizona Primary Election Results', 'Oklahoma Primary Runoff Election Results']"
210,8/29/2018,"['Parkland Parent Lori Alhadeff Wins Election to School Board in Florida', 'Democratic Embrace of Diverse Candidates Collides With Barbed Politics of Trump Era', 'Andrew Gillum Upends Expectations in Florida Primary Victory', '4 Takeaways From Tuesday’s Primaries', '‘Overtourism’ Worries Europe. How Much Did Technology Help Get Us There?', 'Behind the Cover: Riz Ahmed', 'California Today: Baby Steps Toward Autonomous Flying', 'John McCain Is Honored in Arizona, With Tears and Tributes', 'The One Thing A.O. Scott Doesn’t Use to Review Movies (No Spoilers!)', 'Canada and U.S. Express Optimism as Pressure Builds to Reach Nafta Accord', 'Aston Martin, James Bond’s Carmaker of Choice, Files for an I.P.O.', 'A Black Progressive and a Trump Acolyte Win Florida Governor Primaries', 'Customers Died. Will That Be a Wake-Up Call for China’s Tech Scene?', 'You Took Lousy iPhone Photos. Here’s How to Make Them Beautiful.', 'Trump’s Tariffs on Canadian Newsprint Are Overturned', 'Calls Grow for Cardinal Wuerl to Resign Over Handling of Sex Abuse Allegations', 'California Lawmakers Set Goal for Carbon-Free Energy by 2045']"
211,8/30/2018,"['Arizona Supreme Court Blocks a Ballot Measure, and Schools Miss Out on $690 Million', 'From Rooftops to Algae Pools: Orlando’s Vision for Carbon-Free Energy', 'Andrew Gillum Pulled Off the Upset of a Lifetime. Now Comes the Hard Part.', 'Trump Seeks to Block Pay Raises for Federal Workers', 'Campbell Soup Prepares a Return to Its (Canned) Roots', 'At McCain’s Memorial, Tears, Laughs and Allusions to the Man Not Invited', 'Argentina’s Peso Tumbles as Turbulence in Emerging Markets Spreads', 'California Today: The Costs of Making Buildings Safer', 'A Broken Relationship and Accusations of Emotional Abuse: The Case of Keith Ellison', 'San Francisco Grants 2 Scooter Permits (but Not to the Early Disrupters)', 'Government Can Stop Paying to House Puerto Rico Hurricane Victims, Judge Rules', 'Specter of Trump’s Car Tariffs Forces Allies to Give Ground in Talks', 'You Don’t Drive a Minivan? You Should. Here’s Why.', 'Precious as Silver, Vanilla Brings Cash and Crime to Madagascar']"
212,8/31/2018,"['Lego Wants to Completely Remake Its Toy Bricks (Without Anyone Noticing)', 'The Village Voice, a New York Icon, Closes', '2 Airline Sexual Assault Cases Draw Charges and a Call for Help', '‘An Attack on Students’ Rights’: Reactions to Betsy DeVos’s New Rules on Sexual Assault', 'Got Milk? Or Was That Really a Plant Beverage?', 'Taking the College Tour by Private Jet', 'In Quake-Prone California, Alarm at Scant Insurance Coverage', 'White House Gives Canada More Time to Rework Nafta', 'New Medicare Cards Are Being Issued. Here’s What You Need to Know.', 'Beto O’Rourke Dreams of One Texas. Ted Cruz Sees Another Clearly.', 'The Hot College Gig: Online Brand Promoter', 'California Today: Why One Billionaire Insists on Closing Off the Beach', 'Family of Jordan Edwards Says 15 Years Is Not Enough for Officer Who Murdered Him', 'Coca-Cola Bets on Coffee With $5.1 Billion Deal for Costa', 'Here’s the Conversation We Really Need to Have About Bias at Google', 'India Pushes Back Against Tech ‘Colonization’ by Internet Giants', 'Trump Approach on Nafta Relieves Automakers’ Worst Fears', 'A Path to the Runway, Paved With Hardship', 'The Week in Tech: Claims of Censorship Come Through Loud and Clear', 'Ronan Farrow’s Ex-Producer Says NBC Impeded Weinstein Reporting']"
213,9/1/2018,"['Ayanna Pressley Seeks Her Political Moment in a Changing Boston', 'From Homelessness to Fashion Modeling ', 'Chewy, in a Way', 'California Lawmakers Pass Nation’s Toughest Net Neutrality Law', 'Rachel Cowan, Innovative Rabbi, Is Dead at 77', 'Andrew Gillum Shocked Florida With a Primary Win. But an F.B.I. Inquiry Clouds His Campaign.', 'From Criminal Convictions to Ethical Lapses: The Range of Misconduct in Trump’s Orbit']"
214,9/2/2018,"['Federal Workers Brace for New Push on Trump Anti-Labor Goals', 'Print Is Dead? Not Here', 'JD.com Chairman Richard Liu Arrested in U.S. in Sexual Misconduct Case', 'Tricky Ads From a Vitamin Company That Talks Up Openness', 'Summer Winds Down, and Big Tech Is Called Before Congress', 'Political Year of the Woman? Been There, Done That, Oregon Says', 'After a Primary on the Fringe, Georgia Republican Tacks Toward the Center', 'On Your Day Off, Learn About the Work of Others']"
215,9/3/2018,"['China’s Internet Obsesses Over Arrest of JD.com Founder Richard Liu', 'Amazon Sets Its Sights on the $88 Billion Online Ad Market', 'Silicon Valley Doesn’t Like Trump. It Can Still Work With the Government.', 'Mike Capuano Is in the Political Fight of His Life ', 'Facebook’s Private Groups Offer Refuge to Fringe Figures', 'Trump’s Justice Department Redefines Whose Civil Rights to Protect', 'A Year After Hurricane Harvey, Houston’s Poorest Neighborhoods Are Slowest to Recover', 'Hard Lessons (Thanks, Amazon) Breathe New Life Into Retail Stores', 'Tech Giants Now Share Details on Political Ads. What Does That Mean For You?', 'Argentina Takes Emergency Steps to Shore Up Peso', 'Growth Has Lifted Counties That Voted for Trump. Mostly, It’s the Wealthy Ones.', 'Was That Serena Williams in the Hotel Room Next to Mine?', 'Companies Say Trump Is Hurting Business by Limiting Legal Immigration']"
216,9/4/2018,"['Sick River: Can These California Tribes Beat Heroin and History?', 'Wall Street May No Longer Be Able to Shrug Off Trump’s Trade Wars', 'The Massachusetts Primary Election Is on Tuesday. Here’s What to Watch.', 'Amazon’s Plan to Reach 500 Million Indians: Speak Their Language', 'A Push to Modernize Airports to Fuel More Shopping', 'How NBC and Ronan Farrow Ended Up in a Feud Over Weinstein', 'NBC News and Ronan Farrow Trade Jabs Over Weinstein Reporting', 'Amazon Hits $1,000,000,000,000 in Value, Following Apple', 'The Government’s New Strategy to Crack Down on ‘Spoofing’', 'Richard Liu of JD.com Was Arrested on a Rape Allegation, Police Say', 'Powerful Storm Makes Landfall on the Gulf Coast', 'Alex Jones Said Bans Would Strengthen Him. He Was Wrong.', 'Jon Kyl, Former Senator, Will Replace McCain in Arizona', 'Recent Commercial Real Estate Transactions', 'DealBook Briefing: Big Tech May Need to Swallow Its Political Pride', 'California Today: A New Home for the Study of Politics', 'Facebook and Twitter Have a Message for Lawmakers: We’re Trying', 'Chicago Mayor Rahm Emanuel Will Not Seek Re-election', 'Chicago on Edge as Officer Who Shot Laquan McDonald 16 Times Faces Trial', 'Dorothy’s Ruby Slippers Were Stolen 13 Years Ago. Now They’ve Been Found.', 'I Work at the Happiest Place on Earth. Why Can’t I Pay My Rent?', 'Trump Could ‘Flip’ the Supreme Court. His Impact on the Lower Courts Is Less Clear.', 'Map: Tracking Tropical Storm Gordon’s Path Toward the Gulf Coast', 'Massachusetts Primary Election Results']"
217,9/5/2018,"['A Rural Town Banded Together to Open a Hospital. Its Foe? A Larger Hospital.', 'Delaware’s Heated Senate Race Threatens to Rip Apart Its Centrist Political Fabric', 'Trump Says Google Is Rigged, Despite Its Denials. What Do We Know About How It Works?', 'Twitter’s Dorsey Avoids Taking Sides in Partisan House Hearing', 'White House Says Wages Are Growing When Measured Differently', 'North Carolina’s Gerrymandered Map Won’t Be Redrawn for the Midterms', 'After Hitting Gulf as a Tropical Storm, Gordon Could Bring Heavy Rain to Midwest', 'Republicans Accuse Twitter of Bias Against Conservatives', 'Ayanna Pressley Upsets Capuano in Massachusetts House Race', 'DealBook Briefing: Amazon Could March Past $1 Trillion', 'Justice Dept. Demands Millions of North Carolina Voter Records, Confounding Elections Officials', 'WarnerMedia Unveils Diversity Protocols for Movies and TV Shows', 'Obama to Join Midterm Battle, Starting in California and Ohio', 'California Today: California Tribes Confront History and Heroin', 'Ayanna Pressley’s Victory: A Political Earthquake That Reflects a Changed Boston', 'The New Yorker Festival Boots Bannon, and Liberals Are Torn', 'Tech Can Hurt Our Sleep. So I Tried Bose Sleepbuds for Help.', 'Michael Shannon, Sarah Silverman and More Read From Modern Love', 'Pimco Hires Top Deal Maker From Blackstone', 'Jeff Bezos’ First Major Political Donation Is $10 Million to Elect Veterans', 'AnchorFree, Maker of a Top Online Privacy App, Raises $295 Million', 'Staying Plugged In (for Hundreds of Miles) on the Campaign Trail', 'Love/Loathe Australia']"
218,9/6/2018,"['Trump Administration Moves to Sidestep Restrictions on Detaining Migrant Children', 'Right and Left React to Anonymous Op-Ed About Trump', 'Jaguar’s Electric E-Type Marries ’60s Sex Appeal and Tomorrow’s Tech', 'Texas Fetal Burial Law Struck Down in Another Blow to Abortion Restrictions', 'Silicon Valley Jumps Into the Fitness Business, and It Will Cost You', 'Trump’s Thumps Don’t Cause Stock Slumps', 'Cicely Tyson, Spielberg’s Publicist and 3 Others Will Get Honorary Oscars', 'After 7 Deployments and 6 Bronze Stars, Killed by an Afghan Ally', 'Apple’s Takeover of Shazam Is Cleared by European Regulators', 'Twitter Bars Alex Jones and Infowars, Citing Harassing Messages', 'New ‘Popular’ Oscar Scrapped by Film Academy for 2019', '‘Impostor’ Sent Texts to Beto O’Rourke Supporters, Campaign Says', 'Could Monitoring Students on Social Media Stop the Next School Shooting?', 'By All Appearances, They Overcame Hurricane Harvey. Appearances Are Deceiving.', 'DealBook Briefing: How Washington Dealt Big Tech a Sucker Punch', 'Anonymous Op-Ed in New York Times Causes a Stir Online and in the White House', 'Burberry to Stop Burning Clothing and Other Goods It Can’t Sell', 'Les Moonves Said to Be Negotiating Possible Exit From CBS', 'What to Know About Kavanaugh’s Record on Civil Rights', 'Chicago Police Officer Who Shot Laquan McDonald Violated Bond, Judge Rules', 'California Today: A Bailout for the Power Company?', 'A New Spotify Initiative Makes the Big Record Labels Nervous', 'What Jack Dorsey and Sheryl Sandberg Taught Congress and Vice Versa', '6 Ways to Fight Election Hacking and Voter Fraud, According to an Expert Panel', 'Delaware Primary Election Results', 'Genoa Bridge Collapse: The Road to Tragedy']"
219,9/7/2018,"['California Today: Amid Another Blaze, Firefighters Ask for More Funding', 'Florida Must Provide Election Materials in Spanish, Judge Says', 'Justice Dept. Demand for North Carolina Voting Records Extended to D.M.V.', 'Roboadvisers (With Human Helpers)', 'Alibaba’s Jack Ma, China’s Richest Man, to Retire From Company He Co-Founded', 'Another Democratic Ambush? Not in Delaware, as Carper Rebuffs Outsider’s Bid', 'Trump Threatens Tariffs on All Imports From China, Escalating Trade Feud', 'He’s a Former Republican Taking On Dana Rohrabacher. Can He Win?', 'Third Point Seeks to Oust Campbell Soup’s Board', 'The Future of Abortion Under a New Supreme Court? Look to Arkansas', 'Robots Can Manage Your Money. But Even They Need Humans.', 'How the 25th Amendment Came to Be, by the People Behind It', 'In a Sign of the Economy’s Strength, Jobs and Wages Moved Higher in August', 'The Mystery of Amazon HQ2 Has Finalists Seeing Clues Everywhere ', 'Tesla Shaken by a Departure and What Elon Musk Was Smoking', 'New Phone-Friendly Version of Financial Aid Form Is Coming Out', 'California Says Nursing Homes Abandoned Elderly During Fire', 'Quarantined Aircraft and Sick Passengers. It’s Not as Scary as It Sounds.', '2 States Had Primary Elections This Week. Here’s What We Learned. ', 'A Young Man Working to Stop Chicago’s Gun Violence Loses His Life to It', 'The Week in Tech: Silicon Valley Goes to Washington. Again.', 'DealBook Briefing: Elon Musk Smoked Weed On Air', 'Making Wills Easier and Cheaper With Do-It-Yourself Options']"
220,9/8/2018,"['Manchin Counts on Health Care to Stave Off Republican Tide in West Virginia', 'Minorities in the Military Open Up About the N.F.L., Kaepernick and Nike', 'New Mexico Grapples With Its Version of Confederate Tributes: A Celebration of Spanish Conquest', 'Democrats Embrace Liberal Insurgents, Demanding New Face for Party', 'Alex Jones’s Infowars Is Removed From Apple’s App Store', 'Obama, on California Front Lines, Joins Democratic Battle to Capture House', 'Top Trump Adviser Says Ted Cruz Could Lose Texas Senate Race', 'How the U.S. Government Misleads the Public on Afghanistan']"
221,9/9/2018,"['Abortion Opposition Once Defined Marsha Blackburn. But Not in Her Senate Race.', 'Tesla Needs to Build Investor Trust. The Exit of Its Accountant Won’t Help.', 'For Big Tech, a Comeuppance We’ve Seen Before: On Wall St.', 'Christiane Amanpour Takes the Old ‘Charlie Rose’ Slot on PBS', 'Volkswagen Trial Offers Hedge Funds a Chance to Settle Old Scores', 'This Week’s Wedding Announcements', 'Trump Says Tariffs Mean Ford Can Make New Model at Home. Ford Says It Won’t.', 'A Scourge for California Drivers: Hours on a Sidewalk to Renew a License', 'California Tries New Tack on Gun Violence: Ammunition Control', 'U.S.-European Trade Talks Resume, and New Apple Devices Are Unveiled', 'Role Models Tell Girls That STEM’s for Them in New Campaign', 'CBS Chief Executive Les Moonves Steps Down After Sexual Harassment Claims', 'Pinterest Is a Unicorn. It Just Doesn’t Act Like One.']"
222,9/10/2018,"['Viral Videos Are Replacing Pricey Political Ads. They’re Cheaper, and They Work.', 'Volvo’s I.P.O. Problems Go Beyond a Brewing Trade War', 'China Sees Hints of a Past Threat: Inflation', 'DealBook Briefing: What’s Next for CBS Without Les Moonves?', 'Alibaba’s Chairman, Jack Ma, Plans to Step Down', 'Separated for 51 Days, a Reunited Migrant Family Starts a New Life in Oregon', 'As Hurricane Florence Threatens the Carolinas, 1 Million Ordered to Evacuate', 'CBS Board Tries to Move Past Moonves Crisis With New Directors', 'California Today: Limiting Ammunition to Thwart Gun Violence', 'In Florida, DeSantis Hopes to Woo Latinos — Not Just Cubans — by Denouncing ‘Socialism’', 'My Wrist Is Glowing: At Business Events, Shorter Lines and Less Privacy', 'In Britain, Calls for a 4-Day Week. Can It Be Done?', 'Between Trump and Brussels, Trade Talks Face Myriad Challenges', 'We’re Trying Something New. This Is ‘On Politics.’', 'Les Moonves Put CBS on Top. Then It All Came Crashing Down.', 'Imran Khan, Snap’s No. 2 Executive, Is to Depart', 'Maps: Hurricane Florence’s Approach Toward the Carolinas']"
